HIP,RAhms,DEdms,Vmag,SpType,HD
72718,"14 52 03.23","+46 28 36.3",6.76,"K0",131446
72725,"14 52 07.43","+20 17 26.5",6.91,"A0",131265
72756,"14 52 24.06","-46 45 35.8",6.85,"M1/M2III",130932
72763,"14 52 29.35","-48 14 49.4",6.96,"G8III",130933
72772,"14 52 33.33","-30 34 37.8",6.3,"G0/G1V",131117
72773,"14 52 35.27","-63 48 35.3",5.91,"F8II + A/F",130701
72794,"14 52 43.77","+31 55 30.2",6.89,"K0",131451
72800,"14 52 51.09","-37 48 11.2",5.02,"B7II/III",131120
72807,"14 52 53.44","+32 41 27.2",6.87,"F2",131495
72819,"14 53 03.72","+78 10 36.0",6.52,"K0",132698
72823,"14 53 06.64","-38 15 25.0",6.58,"A0V",131165
72833,"14 53 13.54","-73 11 24.6",5.59,"G5III",130458
72846,"14 53 23.36","+15 42 18.4",6.41,"F6III",131473
72848,"14 53 24.04","+19 09 08.2",6.0,"K2V",131511
72859,"14 53 31.18","+19 53 18.7",6.94,"K0",131528
72868,"14 53 39.12","+02 14 15.3",6.82,"K5III",131477
72869,"14 53 39.83","+06 14 30.4",6.63,"K0",131476
72921,"14 54 11.32","-66 25 10.8",6.98,"G0V",130940
72927,"14 54 18.07","+32 01 00.4",6.95,"K0",131724
72929,"14 54 20.14","-24 38 31.7",5.27,"K2/K3III",131430
72930,"14 54 20.75","-28 20 53.5",6.54,"K1III",131415
72934,"14 54 22.91","-11 53 54.0",5.78,"G7III",131530
72953,"14 54 35.63","+30 03 49.0",6.84,"F2",131764
72959,"14 54 37.92","-33 18 02.0",5.85,"K2III",131432
72965,"14 54 42.59","-65 59 27.8",6.09,"B3Vn",131058
72983,"14 54 54.05","-69 51 39.3",6.38,"B5V",130942
72992,"14 55 00.19","+74 52 52.3",6.88,"M0",132770
72993,"14 55 01.05","+14 58 45.6",6.92,"K0III",131747
72995,"14 55 05.68","-61 52 25.9",6.97,"B9IV/V",131229
73019,"14 55 22.85","+06 47 05.3",6.74,"K5",131786
73028,"14 55 28.61","+12 25 51.1",6.78,"A2",131826
73036,"14 55 34.71","-60 06 50.0",5.18,"K1III",131342
73049,"14 55 44.69","-33 51 20.8",5.32,"A0V",131625
73067,"14 55 58.11","-60 54 21.3",6.69,"G8III",131376
73068,"14 55 58.63","+32 18 00.3",6.12,"A2V",132029
73071,"14 56 00.38","+24 23 09.9",6.82,"K2III",131972
73087,"14 56 13.24","+14 26 46.6",5.9,"A0V",131951
73095,"14 56 17.23","-52 48 34.4",5.38,"A2III",131562
73100,"14 56 22.94","+49 37 44.4",5.63,"F7V",132254
73102,"14 56 24.80","-44 42 15.3",6.76,"A1V",131637
73107,"14 56 30.87","-32 38 12.2",6.06,"K3III",131774
73111,"14 56 32.08","-47 52 44.9",5.62,"B+...",131657
73116,"14 56 35.78","-39 24 57.5",6.36,"A0/A1V",131752
73118,"14 56 38.35","-62 21 51.9",6.39,"B5V",131491
73129,"14 56 44.00","-62 46 51.6",5.08,"B4Vnp",131492
73133,"14 56 46.11","-11 24 35.0",5.48,"K4III",131918
73136,"14 56 48.32","+74 54 03.3",6.83,"K0",133086
73150,"14 56 57.47","-26 17 05.9",6.91,"A0V",131885
73154,"14 57 01.94","-51 26 49.9",6.6,"M2III",131705
73156,"14 57 03.61","+21 33 19.7",6.5,"A1V",132145
73165,"14 57 11.06","-04 20 45.9",4.47,"F0V",132052
73166,"14 57 11.68","+16 23 17.3",5.72,"G5III:",132146
73171,"14 57 13.72","-29 09 27.4",6.28,"B8/B9V",131919
73184,"14 57 27.35","-21 24 40.6",5.72,"K4V",131977
73189,"14 57 31.94","-25 26 30.4",6.94,"A2/A3V",131992
73193,"14 57 33.22","-00 10 03.2",5.51,"K1III",132132
73195,"14 57 33.37","-35 23 02.3",6.99,"M1III",131921
73199,"14 57 35.12","+65 55 56.6",4.63,"M5III",132813
73203,"14 57 41.62","+24 40 26.6",6.95,"K3III",132304
73211,"14 57 45.05","+18 59 12.7",6.62,"K0",132296
73223,"14 57 53.16","-76 39 45.4",5.37,"K4III",131109
73238,"14 58 05.30","-17 21 51.2",6.64,"K1III",132150
73241,"14 58 08.81","-48 51 43.9",6.34,"G5V",131923
73249,"14 58 13.42","-11 09 17.1",6.61,"A1V",132230
73253,"14 58 16.19","+14 02 15.3",6.77,"K3III",132343
73273,"14 58 31.95","-43 08 01.9",2.68,"B2III",132058
73279,"14 58 36.59","-39 54 25.1",6.17,"K1III",132096
73284,"14 58 39.29","-27 39 26.3",5.65,"A6IV",132219
73309,"14 58 52.99","-04 59 20.4",6.08,"F8V",132375
73310,"14 58 53.64","-11 08 37.9",5.88,"K3III-IV",132345
73334,"14 59 09.70","-42 06 14.9",3.13,"B2IV",132200
73341,"14 59 13.94","-37 52 52.3",6.45,"B8V",132238
73345,"14 59 19.31","-51 34 34.0",6.78,"B5V",132101
73350,"14 59 23.11","+04 34 04.0",5.91,"M1III",132525
73353,"14 59 24.98","+39 38 41.3",6.7,"F2",132736
73354,"14 59 27.20","-43 09 35.3",6.1,"F5III",132242
73357,"14 59 29.24","-30 42 41.2",6.91,"A3m...",132347
73366,"14 59 34.56","+53 51 36.7",6.84," ",132910
73369,"14 59 36.97","+39 15 54.8",5.64,"F1III-IV",132772
73383,"14 59 45.19","-43 48 39.7",6.59,"F5V",132301
73394,"14 59 55.77","-75 01 57.4",6.2,"B9V",131551
73398,"15 00 00.35","-36 01 49.7",6.94,"K0III",132396
73403,"15 00 02.69","+65 28 34.6",6.9,"K0",133229
73404,"15 00 03.64","+44 35 10.8",6.91,"K0",132892
73415,"15 00 11.34","-77 09 37.9",5.92,"G8II",131425
73424,"15 00 18.67","+07 38 53.9",6.99,"K2",132701
73440,"15 00 27.71","+71 45 54.9",6.64,"G0",133621
73454,"15 00 38.73","+47 16 38.7",6.35,"B9p SiSrCr",133029
73464,"15 00 52.28","+22 02 44.1",6.29,"K0",132879
73473,"15 00 58.39","-08 31 08.2",4.91,"B9.5V",132742
73480,"15 01 01.44","+02 53 51.5",6.72,"F5",132832
73483,"15 01 02.26","-64 34 33.2",6.56,"A9/F0IV/V",132209
73493,"15 01 13.07","-38 03 29.9",5.88,"K2/K3III",132604
73494,"15 01 15.23","-67 58 59.8",6.99,"B4V",132127
73497,"15 01 19.81","-02 45 17.5",5.52,"M0III",132833
73500,"15 01 22.62","-71 29 26.7",6.72,"B5V",132004
73507,"15 01 27.11","+60 12 15.9",5.91,"A4V",133388
73518,"15 01 35.34","-03 09 50.5",6.68,"K1:IV-V:",132883
73522,"15 01 38.38","-56 15 36.6",6.89,"B2Vn",132481
73536,"15 01 48.92","-00 08 24.9",5.71,"M2III",132933
73540,"15 01 50.70","-83 13 40.0",5.65,"G8/K0III",130650
73555,"15 01 56.79","+40 23 26.3",3.49,"G8III",133208
73559,"15 01 58.10","-34 21 31.7",6.21,"A8/A9III/IV",132763
73565,"15 02 04.26","-08 20 41.2",6.7,"G5",132935
73566,"15 02 06.38","-28 03 37.9",5.83,"A4IV",132851
73568,"15 02 06.51","+25 00 29.7",4.8,"K4III",133124
73571,"15 02 08.59","-07 34 31.1",6.38,"A3",132953
73587,"15 02 30.01","-07 50 25.4",6.59,"A2",133008
73589,"15 02 30.68","+31 41 01.7",6.6,"M3",133254
73608,"15 02 44.90","-03 01 52.8",6.6,"A5m",133112
73620,"15 02 54.07","+02 05 28.6",4.39,"K0III",133165
73622,"15 02 57.43","-47 56 31.1",6.86,"K4/K5III",132840
73624,"15 02 59.29","-32 38 35.7",5.45,"B3V",132955
73634,"15 03 06.08","+35 12 20.8",5.52,"G8III:",133392
73636,"15 03 06.43","-17 37 58.3",6.93,"K0III",133093
73637,"15 03 06.63","+44 38 39.9",6.59,"F6IV",133484
73654,"15 03 21.64","+56 02 07.0",6.86,"K2",133666
73655,"15 03 22.40","+00 53 23.0",6.91,"K0",133234
73661,"15 03 26.75","+60 01 32.1",6.69,"K5",133768
73672,"15 03 34.66","-35 56 34.1",6.65,"A4IV",133077
73675,"15 03 36.50","+34 33 57.0",6.59,"G8III-IV",133485
73695,"15 03 47.68","+47 39 14.5",4.83,"G2V + G2V",133640
73699,"15 03 49.29","+27 04 52.2",6.8,"K4III",133459
73706,"15 03 57.73","+65 55 11.0",6.22,"A2Vs",133994
73714,"15 04 04.26","-25 16 54.7",3.25,"M3/M4III",133216
73745,"15 04 26.86","+26 56 51.6",4.52,"K2III",133582
73764,"15 04 42.90","-40 51 40.5",6.29,"M6III",133220
73771,"15 04 46.96","-83 02 17.8",5.65,"G8Ib",131246
73776,"15 04 48.05","-64 01 52.9",5.16,"G8III",132905
73807,"15 05 07.11","-47 03 04.3",3.91,"B5",133242
73826,"15 05 19.15","-41 04 02.0",5.13,"G8III",133340
73841,"15 05 25.89","+48 09 03.2",5.59,"A1V",133962
73850,"15 05 33.90","-30 33 03.8",6.48,"F6V",133469
73865,"15 05 47.73","-25 47 22.0",6.65,"B7Vn...",133529
73881,"15 06 02.42","-48 53 00.1",6.48,"B3V",133399
73896,"15 06 10.64","-24 07 52.7",6.73,"K0III",133627
73901,"15 06 13.95","-36 15 52.5",6.27,"K5III",133550
73909,"15 06 16.67","+54 33 22.6",5.24,"G8III",134190
73921,"15 06 22.77","-72 10 12.5",6.92,"B8V",132874
73927,"15 06 27.10","-22 01 54.1",6.13,"K0III",133670
73937,"15 06 33.21","-30 55 06.3",5.97,"Ap Si",133652
73941,"15 06 35.19","+36 27 21.5",6.35,"F8V",134044
73945,"15 06 37.62","-16 15 24.3",5.19,"K5III",133774
73953,"15 06 49.10","-16 29 03.6",6.41,"A1V",133800
73966,"15 06 55.97","-52 01 47.1",6.4,"B3III",133518
73977,"15 07 06.86","+02 21 45.5",6.59,"K2",133948
73980,"15 07 08.19","-71 54 17.8",6.52,"K4III",133049
73996,"15 07 17.95","+24 52 10.5",4.93,"F5V",134083
73998,"15 07 19.28","+08 57 30.8",6.88,"K5",134012
74000,"15 07 20.34","+18 26 31.0",6.03,"A3V",134064
74006,"15 07 25.93","-49 05 19.1",5.77,"G8III",133631
74016,"15 07 33.06","+09 13 33.5",6.72,"G5",134066
74026,"15 07 40.32","+05 29 53.1",6.16,"K0III",134047
74037,"15 07 50.16","+63 07 01.6",6.82,"F4III SB",134646
74044,"15 07 56.15","-61 07 43.2",6.49,"F2III",133557
74047,"15 07 56.75","-65 16 31.6",6.18,"K3III",133456
74066,"15 08 12.15","-40 35 01.9",5.75,"B8IV Si",133880
74080,"15 08 18.45","+33 42 23.3",6.7,"K0",134352
74082,"15 08 19.41","+65 47 19.1",6.63,"M0",134807
74083,"15 08 19.54","+50 03 18.0",6.33,"K0III",134493
74087,"15 08 23.78","+26 18 04.3",5.67,"K2III",134320
74091,"15 08 30.18","-80 18 50.0",6.81,"B4/B5III/IV",132501
74096,"15 08 35.56","+25 06 31.1",5.82,"K1III",134335
74100,"15 08 39.21","-42 52 04.3",5.85,"B7V",133937
74110,"15 08 45.23","-61 38 01.5",6.82,"B3V",133699
74117,"15 08 50.63","-45 16 47.3",4.07,"B3V",133955
74121,"15 08 53.54","+13 14 06.2",6.16,"G6V:",134323
74122,"15 08 53.91","-59 08 31.6",6.87,"K0II/IIICN.",133790
74131,"15 08 57.52","-26 29 50.2",6.92,"M1III",134140
74141,"15 09 00.76","-72 18 26.8",6.73,"B2Vn",133385
74147,"15 09 03.32","-61 53 15.2",6.97,"B1/2IVne",133738
74181,"15 09 25.54","-63 38 34.4",6.25,"A0p",133792
74184,"15 09 29.92","-67 05 02.9",5.76,"F8Iab-Ib",133683
74192,"15 09 36.59","-68 43 16.8",6.84,"B9IV",133638
74206,"15 09 51.31","-23 59 09.3",6.55,"K4III",134329
74224,"15 10 07.34","-38 47 32.9",5.98,"G6III",134255
74227,"15 10 09.19","-75 27 42.3",6.92,"G6III",133369
74239,"15 10 18.65","-26 19 57.4",5.75,"K0III",134373
74253,"15 10 31.51","+11 40 24.9",6.89,"M2.5III:",134627
74265,"15 10 38.89","+33 04 44.0",6.91,"K0",134772
74272,"15 10 44.40","+67 46 51.8",6.18,"A8Vn",135384
74273,"15 10 44.97","-61 25 20.3",6.29,"G3IV",134060
74296,"15 11 08.79","-84 47 16.2",5.88,"B9.5V",131596
74305,"15 11 15.98","-55 20 45.7",5.45,"G2Ib/II",134270
74336,"15 11 34.82","-45 16 39.0",6.44,"K1III",134444
74357,"15 11 45.84","-33 38 19.9",6.99,"G8III",134574
74359,"15 11 47.72","+10 12 59.5",6.89,"A0",134854
74367,"15 11 49.99","-16 09 34.2",6.68,"K1III",134700
74376,"15 11 56.16","-48 44 15.7",3.88,"B9V",134481
74380,"15 11 57.77","-48 44 36.9",5.7,"A3IV",134482
74385,"15 12 04.06","+22 18 48.6",6.62,"M2.5III:",134963
74386,"15 12 04.27","+18 58 33.6",5.9,"M4III",134943
74391,"15 12 12.04","-19 06 23.1",6.49,"K4III",134758
74392,"15 12 13.31","-19 47 29.9",4.54,"Asp...",134759
74395,"15 12 17.20","-52 05 56.7",3.41,"G8III",134505
74412,"15 12 26.24","-18 05 23.8",6.86,"K0III",134812
74415,"15 12 29.66","-63 02 00.5",6.86,"K3III",134345
74418,"15 12 31.23","-48 13 08.0",6.32,"K2III",134597
74421,"15 12 34.01","-72 46 14.0",6.02,"B8/B9III",133981
74432,"15 12 43.85","+19 17 07.2",6.69,"G5V",135101
74441,"15 12 47.19","+10 42 08.9",6.5,"K2",135061
74449,"15 12 49.60","-44 30 01.3",4.83,"B3IV",134687
74470,"15 13 01.03","-61 44 37.6",6.27,"K4Ib",134468
74479,"15 13 07.68","-36 05 28.9",6.09,"B8V",134837
74488,"15 13 14.78","-11 00 25.1",6.65,"A2",135027
74490,"15 13 17.43","-24 00 29.8",6.47,"B8III",134946
74493,"15 13 19.22","-19 38 50.8",6.07,"A2V",134967
74500,"15 13 28.93","-25 18 33.0",6.47,"G5V",134987
74505,"15 13 31.84","+22 58 59.4",6.31,"A2V",135263
74514,"15 13 35.59","+38 15 53.3",6.19,"K2III:",135402
74537,"15 13 51.64","-01 21 00.6",6.58,"K0V",135204
74539,"15 13 53.32","-26 11 36.8",5.84,"G8/K0II",135051
74552,"15 13 59.19","-61 20 34.5",6.36,"B5V",134657
74553,"15 13 59.28","+43 02 52.7",6.66,"A5",135517
74561,"15 14 06.01","+31 47 16.5",5.98,"K5",135438
74571,"15 14 10.29","+42 10 17.2",6.12,"M2III",135530
74581,"15 14 18.81","-14 12 33.9",6.75,"M2III",135207
74582,"15 14 19.17","-70 04 46.0",5.75,"N0v",134453
74593,"15 14 28.19","-18 25 42.5",6.76,"F5V",135208
74596,"15 14 29.21","+29 09 51.2",5.28,"A2V",135502
74600,"15 14 33.77","-17 46 06.7",6.18,"B9III",135230
74604,"15 14 37.33","-31 31 08.9",4.91,"F3III",135153
74605,"15 14 38.00","+67 20 51.6",5.15,"F9IV",136064
74623,"15 14 50.61","-05 30 09.3",6.28,"K2",135367
74625,"15 14 51.63","+68 56 44.6",6.52,"A1Vn",136174
74649,"15 15 11.37","+04 56 21.7",5.32,"K0III",135482
74653,"15 15 15.36","-70 31 09.2",6.86,"G5IV",134606
74657,"15 15 19.66","-44 08 58.0",6.74,"B9IV",135174
74663,"15 15 27.79","-79 08 11.1",6.66,"K1II/III+..",133921
74666,"15 15 30.10","+33 18 54.4",3.46,"G8III",135722
74675,"15 15 39.39","-27 35 46.7",6.79,"F0III",135390
74678,"15 15 41.45","+25 38 33.2",6.97,"A0",135679
74689,"15 15 49.14","+00 22 19.6",5.62,"A4V",135559
74690,"15 15 50.68","+50 56 18.8",6.47,"G5",135944
74695,"15 15 53.57","+06 27 53.6",6.47,"K0",135615
74696,"15 15 53.66","-48 04 25.1",5.96,"A3m",135235
74701,"15 15 58.53","-70 24 48.9",6.71,"F5IV",134735
74702,"15 15 59.06","+00 47 48.1",6.92,"K0",135599
74707,"15 16 04.03","-41 29 28.1",5.15,"F:+...",135345
74716,"15 16 10.47","-43 29 05.9",6.05,"B3IV",135348
74732,"15 16 23.03","-22 23 57.9",5.52,"K2III",135534
74740,"15 16 28.56","-44 30 13.1",6.58,"K2/K3III",135416
74745,"15 16 32.36","-39 33 39.3",6.88,"K3III",135452
74749,"15 16 35.79","+09 42 46.8",6.74,"A2",135774
74750,"15 16 36.69","-60 54 14.4",5.74,"B0.5V",135160
74752,"15 16 37.17","-42 22 12.3",6.76,"B9V",135454
74769,"15 16 51.84","-47 51 52.2",6.46,"G8III",135430
74775,"15 16 55.08","-46 12 08.3",6.44,"F6V",135468
74778,"15 16 56.90","-60 57 26.1",5.04,"O8.5V",135240
74782,"15 16 59.41","-38 26 51.3",6.86,"F3V",135549
74785,"15 17 00.47","-09 22 58.3",2.61,"B8V",135742
74793,"15 17 05.88","+71 49 26.0",5.02,"K4III",136726
74801,"15 17 13.89","-66 05 32.2",6.84,"B6V",135139
74808,"15 17 17.71","+62 46 15.7",6.81,"K0",136402
74818,"15 17 22.65","+74 02 42.2",6.67,"K0",136919
74824,"15 17 30.96","-58 48 03.2",4.07,"A3V",135379
74837,"15 17 38.89","-63 36 37.8",4.85,"K2.5III",135291
74857,"15 17 49.84","-30 08 55.2",4.35,"K1II/III",135758
74858,"15 17 53.06","+33 35 39.6",6.65,"G5",136137
74868,"15 17 59.67","+30 49 59.2",6.86,"K0",136159
74875,"15 18 09.39","-41 03 40.1",6.3,"Am",135730
74876,"15 18 09.79","-47 53 59.8",6.98,"F6V",135669
74885,"15 18 14.97","+45 37 11.3",6.64,"K5",136290
74893,"15 18 20.19","+26 50 24.7",6.59,"G0V",136176
74895,"15 18 22.62","+00 56 22.0",6.5,"K0",136027
74896,"15 18 24.51","+20 34 22.1",5.68,"G5IV",136138
74901,"15 18 26.13","-00 27 40.5",5.88,"K5III",136028
74911,"15 18 32.05","-47 52 30.7",4.27,"B8V",135734
74915,"15 18 33.80","-47 52 44.9",6.87,"A2/A3V:",135748
74929,"15 18 41.31","-31 12 33.6",6.18,"G6/G8III",135896
74935,"15 18 45.51","+58 30 12.4",6.87,"K0",136577
74941,"15 18 49.15","-60 29 46.8",5.43,"O7Iab:",135591
74946,"15 18 54.69","-68 40 46.1",2.87,"A1V",135382
74948,"15 18 55.54","-01 35 32.8",6.93,"F8",136118
74950,"15 18 56.39","-40 47 17.4",5.59,"B9V",135876
74975,"15 19 18.58","+01 46 00.0",5.04,"F8III-IV",136202
74982,"15 19 21.80","-09 08 47.0",6.95,"M4III",136140
74999,"15 19 29.08","-71 47 31.3",6.59,"M2III",135338
75000,"15 19 30.07","+32 30 53.6",6.33,"A2m",136403
75003,"15 19 31.78","-37 05 48.5",6.19,"G8III/IV",136014
75018,"15 19 45.72","-66 29 45.7",6.73,"F7Ib/II",135592
75030,"15 19 52.54","+62 28 26.9",6.62,"K2",136881
75039,"15 20 02.34","+40 59 01.4",6.9,"F5",136580
75043,"15 20 05.14","+51 57 30.6",5.65,"A4V",136729
75049,"15 20 08.64","+29 36 58.7",5.51,"K0III",136512
75084,"15 20 36.49","-05 07 11.1",6.6,"K0",136380
75091,"15 20 40.56","-67 28 53.4",6.27,"B3V",135737
75093,"15 20 41.65","+44 26 04.7",6.14,"F4IVs",136751
75095,"15 20 42.82","-56 07 57.4",6.8,"B2Ib",136003
75097,"15 20 43.75","+71 50 02.3",3.0,"A3II-III",137422
75101,"15 20 47.17","-02 24 46.5",6.34,"K0V",136442
75104,"15 20 50.20","+31 28 47.2",6.9,"F5",136654
75107,"15 20 52.88","+45 39 53.8",6.67,"K0",136795
75110,"15 20 53.68","-18 09 30.6",6.16,"G8II/III",136366
75118,"15 21 01.36","-15 32 54.2",6.14,"F2V",136407
75119,"15 21 02.02","+00 42 56.1",5.35,"K3III",136514
75122,"15 21 04.66","-47 45 37.1",6.77,"F5V",136187
75125,"15 21 06.90","+24 57 29.0",6.36,"K0",136643
75127,"15 21 07.64","-05 49 29.4",5.54,"K1III",136479
75141,"15 21 22.34","-40 38 50.9",3.22,"B1.5IV",136298
75151,"15 21 30.11","-38 13 07.1",6.57,"A+...",136347
75161,"15 21 34.30","-44 56 17.4",6.68,"A0V",136300
75164,"15 21 35.31","-40 44 57.9",6.21,"A1V",136334
75177,"15 21 48.44","-36 15 40.2",3.57,"K5III",136422
75178,"15 21 48.61","+32 56 01.2",5.38,"B9Vn",136849
75181,"15 21 49.57","-48 19 01.1",5.65,"G2V",136352
75206,"15 22 08.39","-47 55 38.9",4.99,"F8V",136351
75210,"15 22 11.27","-37 38 08.0",6.65,"B8/B9V",136482
75230,"15 22 23.24","+12 34 03.1",6.29,"A0V",136831
75243,"15 22 29.37","-74 23 57.9",6.51,"A1/A2V",135719
75247,"15 22 33.20","-44 17 34.3",6.74,"A1/A2V",136486
75256,"15 22 37.25","+62 02 49.8",5.99,"A0sp...",137389
75257,"15 22 37.37","+39 34 53.4",5.56,"K4III",137071
75260,"15 22 38.43","+63 20 30.0",5.72,"K4III",137443
75264,"15 22 40.89","-44 41 22.5",3.37,"B2IV-V",136504
75272,"15 22 45.19","-29 20 30.9",6.5,"K0III",136646
75288,"15 22 57.05","-26 41 19.6",6.53,"K0III",136703
75294,"15 23 01.78","-15 08 02.7",6.46,"K4III",136801
75304,"15 23 09.36","-36 51 30.4",4.54,"B4V",136664
75306,"15 23 09.54","-51 44 09.8",6.68,"G5Ib",136505
75308,"15 23 10.60","-60 39 25.6",5.65,"F7V",136359
75312,"15 23 12.23","+30 17 17.7",4.99,"G2V",137107
75323,"15 23 22.66","-59 19 14.5",4.48,"B5III + F8",136415
75324,"15 23 25.00","-46 08 25.4",6.49,"G8III",136607
75342,"15 23 43.67","-01 01 20.3",6.11,"F0V",137006
75349,"15 23 51.10","-57 19 50.3",6.78,"G2II",136537
75352,"15 23 52.26","-12 22 09.9",5.72,"G8III",136956
75369,"15 24 05.13","+45 16 15.7",6.07,"K2III",137390
75379,"15 24 11.93","-10 19 18.8",4.92,"F5IV",137052
75411,"15 24 29.54","+37 22 37.1",4.31,"F0V",137391
75415,"15 24 30.97","+37 20 49.5",6.51,"G1V",137392
75425,"15 24 35.26","+54 12 46.6",6.68,"K0",137588
75436,"15 24 41.85","-35 55 01.4",6.75,"A0/A1V",136961
75439,"15 24 45.03","-39 42 36.5",5.36,"Ap...",136933
75458,"15 24 55.78","+58 57 57.7",3.29,"K2III",137759
75461,"15 24 57.21","-72 02 46.8",6.97,"A1III/IV",136272
75479,"15 25 08.05","+47 03 39.3",6.79,"G5",137629
75482,"15 25 11.19","-47 13 02.7",6.57,"K3/K4IIIp..",136937
75501,"15 25 20.25","-38 44 00.9",4.6,"A0V",137058
75522,"15 25 44.82","-53 03 28.7",6.66,"F0IV/V",136947
75530,"15 25 47.41","+15 25 41.0",5.16,"M1III",137471
75535,"15 25 53.30","+19 28 50.6",6.26,"G0V",137510
75552,"15 26 05.39","-21 22 49.0",6.97,"K0III",137339
75565,"15 26 14.53","-68 18 33.1",5.89,"K0III",136672
75571,"15 26 17.21","-36 35 53.7",6.81,"K1III",137261
75572,"15 26 17.46","+34 20 09.1",5.46,"K4III",137704
75584,"15 26 30.28","+10 02 10.0",6.97,"M0",137570
75587,"15 26 32.17","+54 01 13.2",6.44,"A2IV",137928
75607,"15 26 50.35","-20 00 18.3",6.97,"A4:V+...",137463
75634,"15 27 10.41","+84 49 31.3",6.87,"K0",141155
75647,"15 27 18.14","-36 46 03.0",5.46,"B5V",137432
75658,"15 27 26.98","-66 07 17.0",6.92,"B8II/III",136977
75665,"15 27 33.10","-64 31 53.2",5.71,"K5/M0III",137066
75674,"15 27 38.87","+25 06 06.0",6.01,"M1III",137853
75678,"15 27 40.75","+62 16 32.7",6.53,"A5IV",138245
75695,"15 27 49.85","+29 06 19.8",3.66,"F0p",137909
75696,"15 27 51.44","+60 40 12.8",5.9,"K5III",138265
75714,"15 28 04.54","+11 51 41.8",6.93,"F0",137854
75718,"15 28 09.57","-09 20 49.9",6.89,"K2V",137763
75730,"15 28 15.40","-16 42 59.1",5.64,"K4III",137744
75736,"15 28 20.68","-88 07 58.1",6.49,"Am",129723
75742,"15 28 27.21","-51 35 52.5",6.1,"G2Ib",137465
75752,"15 28 31.26","+38 43 25.4",6.69,"F0",138100
75761,"15 28 38.29","+01 50 31.8",5.15,"A8IV",137898
75762,"15 28 38.39","-15 42 02.6",6.79,"K0V",137812
75764,"15 28 39.26","+61 43 35.9",6.9,"A0",138406
75770,"15 28 44.41","+47 12 05.4",6.15,"Amvar...",138213
75783,"15 28 52.21","+57 26 41.2",6.91,"F6IV-V",138367
75788,"15 28 56.83","+55 11 41.5",6.45,"A3m",138338
75790,"15 28 58.69","-28 52 00.5",6.43,"G0V",137798
75809,"15 29 11.97","+80 26 54.0",6.57,"G8IV-V+...",139777
75810,"15 29 12.14","+16 23 43.7",6.38,"G8III-IV",138085
75815,"15 29 15.79","-65 53 24.5",6.86,"M0III",137345
75818,"15 29 19.30","-38 38 05.4",6.44,"F2V",137785
75822,"15 29 21.13","+62 05 58.4",6.32,"K5",138524
75825,"15 29 23.29","+47 42 48.4",6.84,"A0",138302
75828,"15 29 24.28","-46 43 57.7",5.26,"K4III",137709
75842,"15 29 32.90","-58 21 04.8",6.7,"A8V",137583
75848,"15 29 34.78","-17 26 27.4",6.69,"Ap",137949
75870,"15 29 50.68","+82 15 49.1",6.93,"F0",140363
75874,"15 29 53.82","+80 46 15.7",6.94,"K0",139951
75884,"15 29 58.38","-52 18 10.1",6.7,"B7IV",137753
75915,"15 30 21.31","-41 55 08.3",6.23,"B9V",137919
75919,"15 30 22.78","+31 17 09.5",6.45,"A4IV",138341
75928,"15 30 27.86","+36 48 16.1",6.52,"K0",138383
75939,"15 30 36.25","-20 43 42.5",6.2,"A3V",138105
75944,"15 30 40.39","-16 36 34.0",5.82,"K0III",138137
75953,"15 30 46.09","+34 27 56.5",6.81,"A0",138422
75956,"15 30 48.18","-53 22 27.3",6.78,"K1III",137866
75959,"15 30 49.19","-71 39 14.7",6.39,"B3V",137366
75971,"15 30 55.42","+08 34 44.8",6.57,"F4Vw",138290
75973,"15 30 55.75","+40 49 59.0",5.04,"K5III",138481
75974,"15 30 55.91","+64 12 30.6",5.74,"K0III-IV",138852
75980,"15 30 58.89","-47 55 13.1",6.84,"G3II/III",137958
76001,"15 31 17.22","-33 49 11.2",6.87,"A2/A3V",138138
76006,"15 31 22.31","+36 37 00.0",6.39,"F6III",138525
76008,"15 31 25.05","+77 20 57.6",5.0,"K5III",139669
76011,"15 31 27.15","-71 03 43.5",6.89,"Ap SICrFe",137509
76013,"15 31 30.82","-73 23 22.4",5.4,"B1npe",137387
76033,"15 31 43.45","-20 09 53.4",6.28,"A5V",138268
76041,"15 31 46.99","+40 53 57.7",4.98,"A5V",138629
76048,"15 31 50.24","-32 52 51.8",6.49,"B6/B7V",138221
76063,"15 32 04.22","-38 37 20.5",6.23,"A3III",138204
76069,"15 32 09.68","+16 03 22.1",6.22,"B9V",138527
76073,"15 32 13.89","-45 04 03.1",6.82,"B9IV/V",138191
76075,"15 32 15.13","-23 52 48.6",6.75,"M4III",138344
76079,"15 32 17.87","-10 26 19.1",6.57,"G0",138425
76106,"15 32 36.71","-19 40 13.3",5.5,"A2IV",138413
76126,"15 32 55.23","-16 51 10.1",5.53,"B3V",138485
76127,"15 32 55.80","+31 21 33.0",4.14,"B6Vnn",138749
76133,"15 32 57.95","-01 11 10.7",5.5,"K0III",138562
76136,"15 33 04.70","+16 00 43.5",6.56,"K2",138685
76143,"15 33 09.53","-24 29 25.2",6.26,"A3/5V +A9/F2",138488
76165,"15 33 24.29","-40 29 26.5",6.4,"K0III",138395
76170,"15 33 27.11","-61 16 23.9",6.7,"A2V",138153
76198,"15 33 52.74","+17 08 14.9",6.49,"F3III",138803
